Circle,City Name A,Tier1,City Name B,Tier2,Location A M6,Location B M6,Link wise Peak Traffic(Gbps),Link wise 95% Traffic(Gbps)
NESA,Jorhat,T2,Kolkata,T1,JHT/MBJ/013,KOL/AOE/065,29,27
NESA,Jorhat,T2,Kolkata,T1,JHT/MBJ/013,KOL/EPB/044,6,5
PB,Jalandhar,T2,Noida,T1,JLD/FCP/010,NOD/S57/042,24,23
PB,Jalandhar,T2,Manesar,T1,JLD/FCP/010,MAS/OMU/002,6,6
JK,Jammu,T2,Noida,T1,JMU/PRA/001,NOD/S57/042,24,22
JK,Jammu,T2,Manesar,T1,JMU/PRA/001,MAS/OMU/002,26,23
RAJ,Jodhpur,T2,Manesar,T1,JOD/BIA/007,MAS/OMU/002,34,32
RAJ,Jodhpur,T2,Noida,T1,JOD/BIA/007,NOD/S57/042,51,50
RAJ,Jaipur,T2,Bhopal(GP),T1,JPR/VIA/049,BPL/GPR/017,0,0
RAJ,Jaipur,T2,Manesar,T1,JPR/VIA/049,MAS/OMU/002,74,66
RAJ,Jaipur,T2,Manesar,T1,JPR/VIA/049,MAS/OMU/002,39,36
RAJ,Jaipur,T2,Noida,T1,JPR/VIA/049,NOD/S57/042,56,55
RAJ,Jaipur,T2,Noida,T1,JPR/VIA/049,NOD/S57/042,39,38
WB,Kharagpur (OLD),T2,Kharagpur (NEW),T1,KHP/MUN/001,KHP/JKP/023,0,0
MH,Kolhapur,T2,Mumbai Chandivali,T1,KPR/NGC/012,MUM/CDV/237,50,47
MH,Kolhapur,T2,Mumbai-Spectrum,T1,KPR/NGC/012,MUM/SPC/901,20,19
UPE,Lucknow,T2,Manesar,T1,LCK/VKH/028,MAS/OMU/002,27,25
UPE,Lucknow,T2,Manesar,T1,LCK/VKH/028,MAS/OMU/002,9,9
UPE,Lucknow,T2,Noida,T1,LCK/VKH/028,NOD/S57/042,55,52
UPE,Lucknow,T2,Noida,T1,LCK/VKH/028,NOD/S57/042,46,43
PB,Ludhiana,T2,Manesar,T1,LDN/FPA/013,MAS/OMU/002,246,230
PB,Ludhiana,T2,Noida,T1,LDN/FPA/013,NOD/S57/042,70,66
TN,Madurai,T2,Chennai Serisuri,T1,MAD/DSP/001,CHN/SSE/036,89,83
TN,Madurai,T2,Chennai Serisuri-2,T1,MAD/DSP/001,CHN/SE2/068,142,132
TN,Madurai,T2,Chennai Serisuri-2,T1,MAD/DSP/001,CHN/SE2/068,179,169
TN,Madurai,T2,Chennai Santhome,T1,MAD/DSP/001,CHN/FOR/001,88,83
UPW,Moradabad,T2,Manesar,T1,MBD/MHD/042,MAS/OMU/002,20,18
UPW,Moradabad,T2,Noida,T1,MBD/MHD/042,NOD/S57/042,182,170
UPW,Moradabad,T2,Noida,T1,MBD/MHD/042,NOD/S57/042,198,186
UPW,Moradabad,T2,Manesar,T1,MBD/MHD/042,MAS/OMU/002,37,35
PB,Mohali,T2,Manesar,T1,MOH/C25/001,MAS/OMU/002,176,155
PB,Mohali,T2,Manesar,T1,MOH/C25/001,MAS/OMU/002,132,122
PB,Mohali,T2,Noida,T1,MOH/C25/001,NOD/S57/042,109,103
PB,Mohali,T2,Noida,T1,MOH/C25/001,NOD/S57/042,34,30
KK,Mangalore,T2,Bangalore Hosur Road,T1,MRG/BIA/013,BGL/LSU/901,183,172
KK,Mangalore,T2,Bangalore WFD,T1,MRG/BIA/013,BGL/WFD/049,439,418
KK,Mangalore,T2,Bangalore WFD,T1,MRG/BIA/013,BGL/WFD/049,476,448
KK,Mangalore,T2,Bangalore Hosur Road,T1,MRG/BIA/013,BGL/LSU/901,208,189
UPW,Meerut,T2,Noida,T1,MRT/GNG/010,NOD/S57/042,233,220
UPW,Meerut,T2,Manesar,T1,MRT/GNG/010,MAS/OMU/002,73,67
UPW,Meerut,T2,Noida,T1,MRT/GNG/010,NOD/S57/042,293,273
UPW,Meerut,T2,Manesar,T1,MRT/GNG/010,MAS/OMU/002,87,78
MH,Nagpur,T2,Mumbai Chandivali,T1,NGP/CSQ/130,MUM/CDV/237,96,89
MH,Nagpur,T2,Mumbai-Spectrum,T1,NGP/CSQ/130,MUM/SPC/901,45,42
MH,NANDEDT2,T2,HYDERABAD UPPAL,T1,NND/HTN/002,HYD/UPL/121,0,0
MH,NANDEDT2,T2,Mumbai Chandivali,T1,NND/HTN/002,MUM/CDV/237,85,78
MH,NANDEDT2,T2,Mumbai-Spectrum,T1,NND/HTN/002,MUM/SPC/901,25,24
AP,Prodattur,T2,CHENNAI SANTHOME,T1,PDR/PDR/004,CHN/FOR/001,1,1
AP,Prodattur,T2,Hyderabad Hitech,T1,PDR/PDR/004,HYD/OHA/090,29,28
AP,Prodattur,T2,Hyderabad Hitech,T1,PDR/PDR/004,HYD/OHA/090,32,31
AP,Prodattur,T2,HYDERABAD UPPAL,T1,PDR/PDR/004,HYD/UPL/121,166,153
AP,Prodattur,T2,HYDERABAD UPPAL,T1,PDR/PDR/004,HYD/UPL/121,162,154
TN,Pollachi,T2,Bangalore WFD,T1,PLC/RIP/004,BGL/WFD/049,1,1
TN,Pollachi,T2,Chennai Santhome,T1,PLC/RIP/004,CHN/FOR/001,267,254
TN,Pollachi,T2,Chennai Serisuri,T1,PLC/RIP/004,CHN/SSE/036,500,481
TN,Pollachi,T2,Chennai Serisuri-2,T1,PLC/RIP/004,CHN/SE2/068,481,455
BHJH,Patna,T2,Kharagpur (NEW),T1,PTN/PIA/081,KHP/JKP/023,15,14
BHJH,Patna,T2,Kharagpur (NEW),T1,PTN/PIA/081,KHP/JKP/023,42,39
BHJH,Patna,T2,Kolkata,T1,PTN/PIA/081,KOL/AOE/065,38,37
BHJH,Patna,T2,Kolkata,T1,PTN/PIA/081,KOL/EPB/044,9,8
BHJH,Patna,T2,Kolkata,T1,PTN/PIA/081,KOL/AOE/065,18,18
MH,Pune Epark,T2,Mumbai Chandivali,T1,PUN/EPK/059,MUM/CDV/237,214,198
MH,Pune Epark,T2,Mumbai-Spectrum,T1,PUN/EPK/059,MUM/SPC/901,46,42
MH,Pune Epark,T2,Mumbai Chandivali,T1,PUN/EPK/059,MUM/CDV/237,149,143
MH,Pune_vega(Old),T2,Mumbai Malad,T1,PUN/SGT/045,MUM/IME/197,4,4
MPCG,Raipur,T2,Bhopal(GP),T1,RAI/TBD/001,BPL/GPR/017,248,234
MPCG,Raipur,T2,Bhopal(GP),T1,RAI/TBD/001,BPL/GPR/017,93,88
MPCG,Raipur,T2,HYDERABAD UPPAL,T1,RAI/TBD/001,HYD/UPL/121,0,0
MPCG,Raipur,T2,Mumbai Chandivali,T1,RAI/TBD/001,MUM/CDV/237,31,30
BHJH,Ranchi,T2,Kharagpur (NEW),T1,RCH/NHB/040 ,KHP/JKP/023,19,18
BHJH,Ranchi,T2,Kolkata,T1,RCH/NHB/040 ,KOL/AOE/065,31,30
GUJ,Rajkot,T2,Mumbai-Spectrum,T1,RKT/NRT/030,MUM/SPC/901,11,11
GUJ,Rajkot,T2,Mumbai Chandivali,T1,RKT/NRT/030,MUM/CDV/237,68,66
ORR,Sambalpur,T2,Kharagpur (NEW),T1,SAM/ATP/005,KHP/JKP/023,16,15
ORR,Sambalpur,T2,Kolkata,T1,SAM/ATP/005,KOL/AOE/065,57,53
ORR,Sambalpur,T2,Kolkata,T1,SAM/ATP/005,KOL/EPB/044,4,4
JK,SRINAGAR,T2,Manesar,T1,SIG/MAR/001,MAS/OMU/002,4,4
JK,SRINAGAR,T2,Noida,T1,SIG/MAR/001,NOD/S57/042,7,7
WB,Siliguri,T2,Kharagpur (NEW),T1,SIL/NJB/037,KHP/JKP/023,427,403
WB,Siliguri,T2,Kolkata,T1,SIL/NJB/037,KOL/AOE/065,208,196
WB,Siliguri,T2,Kolkata,T1,SIL/NJB/037,KOL/AOE/065,170,160
HPHP,Shimla,T2,Manesar,T1,SIM/PAN/004,MAS/OMU/002,18,16
HPHP,Shimla,T2,Noida,T1,SIM/PAN/004,NOD/S57/042,19,18
TN,Salem,T2,Chennai Santhome,T1,SLM/SIV/006,CHN/FOR/001,259,245
TN,Salem,T2,Chennai Serisuri-2,T1,SLM/SIV/006,CHN/SE2/068,230,213
MPCG,SATNA,T2,Bhopal(GP),T1,STN/JNR/008,BPL/GPR/017,107,101
MPCG,SATNA,T2,Bhopal(GP),T1,STN/JNR/008,BPL/GPR/017,38,29
MPCG,SATNA,T2,Mumbai Chandivali,T1,STN/JNR/008,MUM/CDV/237,3,3
GUJ,Surat,T2,Mumbai Chandivali,T1,SUR/UNR/901,MUM/CDV/237,59,56
GUJ,Surat,T2,Mumbai Chandivali,T1,SUR/UNR/901,MUM/CDV/237,34,31
